household_id,lat,lon,district,sector,urban,children_under5,avg_meal_count,water_source,sanitation_tier,income_band,stunting_flag,risk_score,risk_label
HH01904,-1.91147,30.54004,Rwamagana,Nzige,1,4,2,piped,2,4,0,0.0085,Low
HH01905,-2.22295,30.11166,Bugesera,Mwogo,0,0,2,unprotected_well,1,1,1,0.9633,High
HH01906,-2.00227,29.99219,Nyarugenge,Gitega,0,0,2,protected_well,2,3,0,0.0141,Low
HH01907,-1.94713,30.1536,Gasabo,Jabana,1,4,2,piped,2,3,0,0.0372,Low
HH01908,-2.08274,30.20147,Bugesera,Mwogo,0,0,2,unprotected_well,2,1,0,0.7668,High
HH01909,-2.16702,30.19989,Bugesera,Mwogo,0,4,2,river,3,2,1,0.9691,High
HH01910,-2.2142,30.18008,Bugesera,Mareba,1,4,3,piped,3,4,0,0.0001,Low
HH01911,-1.91551,30.19313,Gasabo,Kinyinya,1,2,2,piped,3,3,0,0.0009,Low
HH01912,-2.08129,30.14368,Bugesera,Gashora,0,1,3,piped,1,4,0,0.0004,Low
HH01913,-1.96804,30.01703,Nyarugenge,Kimisagara,1,1,3,piped,1,3,0,0.0018,Low
HH01914,-2.16348,30.02929,Bugesera,Juru,0,4,1,protected_well,1,2,1,0.9953,High
HH01915,-1.97011,30.03455,Kicukiro,Kagarama,0,4,2,river,1,2,1,0.9995,High
HH01916,-1.85195,30.09667,Gasabo,Remera,1,1,3,piped,2,3,0,0.0002,Low
HH01917,-2.01413,30.34934,Rwamagana,Nzige,0,1,3,unprotected_well,1,2,1,0.5049,High
HH01918,-2.07715,30.04589,Nyarugenge,Kigali,0,1,2,protected_well,1,1,1,0.8453,High
HH01919,-2.16431,30.17701,Bugesera,Kamabuye,0,1,3,river,1,4,0,0.3615,Medium
HH01920,-1.93064,30.15345,Gasabo,Gasabo,0,2,3,protected_well,2,1,0,0.1071,Low
HH01921,-1.92751,30.02658,Nyarugenge,Kigali,1,1,2,piped,3,3,0,0.0004,Low
HH01922,-1.85333,30.40271,Rwamagana,Gishari,0,2,1,river,2,2,1,0.9984,High
HH01923,-2.00419,30.48831,Rwamagana,Munyaga,1,1,1,protected_well,1,2,0,0.942,High
HH01924,-2.16081,30.12788,Bugesera,Mareba,1,4,3,piped,3,3,0,0.0004,Low
HH01925,-2.16056,30.14545,Bugesera,Mwogo,0,0,2,piped,2,3,0,0.0013,Low
HH01926,-1.89353,30.07559,Nyarugenge,Kigali,1,3,2,protected_well,3,2,0,0.0949,Low
HH01927,-1.89915,30.18355,Gasabo,Remera,1,3,3,protected_well,1,2,0,0.3327,Medium
HH01928,-1.98569,30.10492,Gasabo,Kinyinya,1,4,2,piped,2,2,0,0.1485,Low
HH01929,-1.90164,30.50953,Rwamagana,Munyaga,0,0,2,protected_well,3,2,0,0.008,Low
HH01930,-2.07225,30.41168,Rwamagana,Gahengeri,0,4,3,protected_well,1,2,0,0.5394,High
HH01931,-1.98661,30.19607,Kicukiro,Kagarama,0,0,1,piped,3,1,0,0.0416,Low
HH01932,-1.90618,30.48076,Rwamagana,Munyaga,1,0,3,piped,2,3,0,0.0001,Low
HH01933,-1.91521,30.12773,Kicukiro,Gahanga,1,1,1,piped,2,2,0,0.1529,Low
HH01934,-2.2414,30.1514,Bugesera,Gashora,0,2,2,piped,1,3,0,0.053,Low
HH01935,-1.91918,30.48002,Rwamagana,Fumbwe,1,4,1,piped,2,1,1,0.9133,High
HH01936,-2.0624,30.45796,Rwamagana,Fumbwe,0,0,2,unprotected_well,3,3,0,0.0199,Low
HH01937,-2.00034,30.03297,Gasabo,Remera,1,2,2,piped,3,2,0,0.0039,Low
HH01938,-1.97227,30.14579,Gasabo,Jabana,1,0,2,unprotected_well,3,3,0,0.0199,Low
HH01939,-1.93679,30.38198,Rwamagana,Gishari,0,2,2,protected_well,3,3,0,0.0098,Low
HH01940,-2.04849,30.0528,Nyarugenge,Kimisagara,1,3,2,protected_well,1,4,0,0.2475,Low
HH01941,-1.75647,30.07499,Gasabo,Kinyinya,0,1,3,river,1,1,1,0.9811,High
HH01942,-2.29802,30.12598,Bugesera,Mwogo,0,2,2,unprotected_well,2,3,1,0.4715,Medium
HH01943,-1.9498,30.31215,Rwamagana,Fumbwe,0,3,2,unprotected_well,1,3,0,0.9436,High
HH01944,-1.8505,30.03413,Nyarugenge,Gitega,1,4,3,piped,2,1,0,0.0554,Low
HH01945,-2.02795,30.40265,Rwamagana,Gahengeri,0,0,3,piped,3,2,0,0.0001,Low
HH01946,-2.18599,30.14856,Bugesera,Kamabuye,1,3,2,piped,2,3,0,0.0162,Low
HH01947,-1.93249,30.08258,Nyarugenge,Gitega,1,2,2,piped,3,2,0,0.0039,Low
HH01948,-2.02093,30.49344,Rwamagana,Munyaga,0,2,2,piped,1,2,0,0.2015,Low
HH01949,-1.96432,30.46673,Rwamagana,Nzige,0,4,2,piped,2,1,1,0.4401,Medium
HH01950,-1.95745,30.07566,Nyarugenge,Kimisagara,1,1,2,river,2,3,0,0.8108,High
HH01951,-1.84371,29.96221,Gasabo,Bumbogo,0,0,2,protected_well,3,2,0,0.008,Low
HH01952,-1.9709,30.37372,Rwamagana,Nzige,0,2,2,piped,1,3,0,0.053,Low
HH01953,-2.05239,30.07757,Kicukiro,Gatenga,1,2,3,river,2,3,0,0.4288,Medium
HH01954,-2.04443,30.07521,Kicukiro,Kanombe,1,3,3,piped,2,2,0,0.0055,Low
HH01955,-2.00774,30.13688,Nyarugenge,Rwezamenyo,1,4,1,piped,2,1,1,0.9133,High
HH01956,-1.88139,30.12474,Kicukiro,Kagarama,1,3,2,piped,3,2,0,0.0092,Low
HH01957,-1.93204,30.46466,Rwamagana,Gishari,0,3,2,unprotected_well,2,2,0,0.9043,High
HH01958,-1.87376,30.13651,Gasabo,Jabana,0,2,3,piped,1,1,0,0.0782,Low
HH01959,-1.87861,30.0437,Nyarugenge,Kimisagara,1,4,3,river,3,4,0,0.1031,Low
HH01960,-1.93445,30.39345,Rwamagana,Gahengeri,0,4,2,unprotected_well,3,1,1,0.9261,High
HH01961,-2.01204,30.12028,Kicukiro,Gahanga,1,2,2,piped,3,2,0,0.0039,Low
HH01962,-1.76688,30.11354,Gasabo,Remera,0,4,2,unprotected_well,3,3,0,0.3813,Medium
HH01963,-2.10104,30.1471,Bugesera,Mareba,0,2,3,river,3,1,1,0.6564,High
HH01964,-1.94945,30.03191,Nyarugenge,Kigali,1,3,1,piped,3,3,0,0.0269,Low
HH01965,-2.11832,30.19485,Bugesera,Kamabuye,0,2,1,piped,1,2,1,0.7719,High
HH01966,-2.08989,30.11649,Bugesera,Mareba,0,2,2,protected_well,2,2,1,0.2628,Low
HH01967,-2.1744,30.10806,Bugesera,Kamabuye,0,2,2,river,2,3,1,0.9096,High
HH01968,-1.9451,30.10196,Nyarugenge,Kimisagara,0,4,3,river,2,3,1,0.8054,High
HH01969,-1.9993,30.45216,Rwamagana,Nzige,0,4,3,piped,3,2,0,0.0016,Low
HH01970,-1.87911,29.98482,Nyarugenge,Kimisagara,1,0,2,piped,2,3,0,0.0013,Low
HH01971,-2.02453,30.08389,Kicukiro,Kagarama,1,0,2,piped,2,3,0,0.0013,Low
HH01972,-1.96238,30.13974,Kicukiro,Niboye,1,4,1,protected_well,3,2,0,0.7676,High
HH01973,-2.00734,30.02596,Nyarugenge,Gitega,1,2,2,piped,3,4,0,0.0002,Low
HH01974,-2.01498,30.0149,Nyarugenge,Nyamirambo,1,4,3,piped,2,2,0,0.0128,Low
HH01975,-2.17458,30.18805,Bugesera,Mareba,0,2,3,river,2,3,0,0.4288,Medium
HH01976,-1.96234,30.07064,Nyarugenge,Rwezamenyo,1,1,1,piped,2,2,0,0.1529,Low
HH01977,-2.04782,30.22456,Kicukiro,Kanombe,0,1,2,unprotected_well,1,1,1,0.984,High
HH01978,-1.89853,30.12863,Gasabo,Bumbogo,0,3,3,protected_well,1,4,0,0.0239,Low
HH01979,-2.0483,30.21182,Kicukiro,Niboye,1,3,2,piped,3,2,0,0.0092,Low
HH01980,-2.15881,30.09041,Bugesera,Kamabuye,0,2,3,unprotected_well,1,3,0,0.347,Medium
HH01981,-1.96094,30.05578,Nyarugenge,Gitega,1,2,3,piped,3,4,0,0.0,Low
HH01982,-2.00071,30.42059,Rwamagana,Gishari,0,0,1,protected_well,2,1,1,0.7962,High
HH01983,-1.96336,30.18901,Gasabo,Jabana,0,1,3,protected_well,1,1,0,0.2896,Low
HH01984,-1.84652,30.45687,Rwamagana,Munyaga,0,4,1,piped,3,1,0,0.5689,High
HH01985,-1.93966,30.04259,Kicukiro,Kanombe,1,2,2,piped,2,2,0,0.0306,Low
HH01986,-1.96227,30.44048,Rwamagana,Gishari,0,4,2,protected_well,1,3,1,0.7769,High
HH01987,-2.01166,30.05986,Kicukiro,Niboye,0,1,3,unprotected_well,1,1,0,0.8214,High
HH01988,-2.20581,30.19845,Bugesera,Mwogo,0,4,1,protected_well,2,1,1,0.9917,High
HH01989,-1.98584,30.03429,Kicukiro,Kagarama,0,4,1,piped,2,2,0,0.7004,High
HH01990,-1.79987,30.10554,Gasabo,Remera,1,3,3,protected_well,2,3,0,0.0137,Low
HH01991,-1.85101,30.18134,Gasabo,Bumbogo,0,4,2,unprotected_well,1,2,1,0.9944,High
HH01992,-2.0604,30.0503,Nyarugenge,Gitega,1,4,3,piped,2,4,0,0.0006,Low
HH01993,-1.89609,30.13075,Kicukiro,Gahanga,0,0,1,river,1,1,1,0.9997,High
HH01994,-1.97436,29.98098,Kicukiro,Niboye,1,2,3,river,2,3,0,0.4288,Medium
HH01995,-2.02209,30.08721,Kicukiro,Kagarama,0,4,1,piped,3,1,1,0.5689,High
HH01996,-1.8687,30.08313,Nyarugenge,Rwezamenyo,1,0,2,piped,3,2,0,0.0007,Low
HH01997,-1.99215,30.0799,Kicukiro,Niboye,1,4,3,protected_well,3,3,0,0.0041,Low
HH01998,-1.95917,30.12688,Kicukiro,Gatenga,1,1,1,river,2,1,1,0.9991,High
HH01999,-2.18544,30.07919,Kicukiro,Kagarama,1,0,2,piped,2,1,0,0.0252,Low
HH02000,-2.13026,30.21231,Bugesera,Mareba,0,4,2,unprotected_well,2,2,1,0.9569,High
HH02001,-2.07478,30.17262,Kicukiro,Niboye,0,1,3,piped,1,1,0,0.0349,Low
HH02002,-2.11733,30.09753,Kicukiro,Gatenga,0,1,3,unprotected_well,2,3,0,0.0276,Low
HH02003,-1.92026,30.4571,Rwamagana,Gishari,0,4,2,unprotected_well,3,2,1,0.7353,High
HH02004,-2.0058,30.14434,Gasabo,Bumbogo,0,0,2,unprotected_well,2,3,0,0.1392,Low
HH02005,-2.02514,30.14922,Nyarugenge,Rwezamenyo,1,1,2,protected_well,3,3,0,0.0042,Low
HH02006,-2.13303,30.08372,Nyarugenge,Rwezamenyo,0,1,2,protected_well,1,3,0,0.2119,Low
HH02007,-1.86226,30.14797,Nyarugenge,Gitega,1,3,3,piped,2,4,0,0.0003,Low
HH02008,-1.88716,29.9133,Nyarugenge,Kimisagara,1,3,3,piped,3,4,0,0.0,Low
HH02009,-2.01925,30.2024,Bugesera,Mareba,0,2,1,piped,2,2,0,0.2977,Low
HH02010,-2.00087,30.09788,Nyarugenge,Kimisagara,1,0,2,piped,2,3,0,0.0013,Low
HH02011,-1.97749,30.07219,Kicukiro,Kanombe,0,4,2,protected_well,3,1,0,0.5261,High
HH02012,-1.92922,30.16188,Nyarugenge,Rwezamenyo,0,1,1,piped,2,1,1,0.4486,Medium
HH02013,-2.24976,30.17826,Bugesera,Gashora,0,0,1,protected_well,3,2,0,0.0979,Low
HH02014,-2.04053,30.46,Rwamagana,Gishari,1,0,3,protected_well,3,4,0,0.0,Low
HH02015,-2.09067,30.25715,Bugesera,Mareba,0,0,2,protected_well,1,4,0,0.0248,Low
HH02016,-1.92178,30.47941,Rwamagana,Munyaga,0,3,1,piped,1,1,1,0.9728,High
HH02017,-1.92453,30.01627,Kicukiro,Niboye,0,3,3,piped,2,1,0,0.0244,Low
HH02018,-1.97512,30.17001,Kicukiro,Gahanga,1,2,1,piped,2,1,0,0.6564,High
HH02019,-2.24997,30.06359,Bugesera,Juru,1,0,2,piped,3,2,0,0.0007,Low
HH02020,-2.0053,30.33544,Rwamagana,Fumbwe,0,3,1,protected_well,2,2,0,0.9182,High
HH02021,-1.91714,30.20054,Gasabo,Bumbogo,1,0,3,unprotected_well,2,3,0,0.0119,Low
HH02022,-2.28135,30.18663,Bugesera,Kamabuye,0,2,2,river,1,1,1,0.9994,High
HH02023,-1.89285,29.94106,Nyarugenge,Gitega,0,4,1,river,1,4,1,0.9992,High
HH02024,-1.92672,30.13361,Kicukiro,Gahanga,1,2,3,piped,1,2,0,0.0185,Low
HH02025,-1.89939,30.13756,Gasabo,Gasabo,1,3,1,piped,3,1,0,0.3598,Medium
HH02026,-1.93137,30.12727,Kicukiro,Niboye,0,1,3,piped,1,3,0,0.0018,Low
HH02027,-2.02864,29.95671,Nyarugenge,Kimisagara,0,4,2,protected_well,3,3,0,0.0518,Low
HH02028,-1.94231,30.06081,Nyarugenge,Nyamirambo,1,0,3,piped,1,3,0,0.0008,Low
HH02029,-1.98948,30.084,Kicukiro,Gatenga,1,1,1,piped,3,4,0,0.0011,Low
HH02030,-2.12615,30.1247,Bugesera,Juru,0,2,2,unprotected_well,1,1,1,0.9931,High
HH02031,-1.86046,30.19414,Kicukiro,Gahanga,1,4,2,piped,2,2,0,0.1485,Low
HH02032,-2.20226,30.18735,Bugesera,Mareba,0,2,3,unprotected_well,1,3,0,0.347,Medium
HH02033,-2.02233,30.12572,Nyarugenge,Gitega,0,1,2,unprotected_well,2,1,1,0.8853,High
HH02034,-1.95335,30.17558,Kicukiro,Kanombe,0,2,3,piped,2,4,0,0.0001,Low
HH02035,-1.8724,30.46583,Rwamagana,Nzige,0,0,1,piped,2,1,0,0.2573,Low
HH02036,-2.08883,30.10428,Bugesera,Kamabuye,0,1,2,river,1,1,1,0.9986,High
HH02037,-1.87921,30.00116,Kicukiro,Gahanga,0,0,3,unprotected_well,1,3,0,0.0879,Low
HH02038,-2.16692,30.18535,Bugesera,Mareba,0,4,3,unprotected_well,1,3,0,0.7456,High
HH02039,-1.95708,30.06765,Nyarugenge,Gitega,1,4,2,piped,3,1,0,0.0896,Low
HH02040,-1.87332,30.17553,Gasabo,Bumbogo,1,4,2,piped,2,1,0,0.4401,Medium
HH02041,-2.11834,30.27564,Bugesera,Juru,0,1,3,protected_well,1,3,0,0.0197,Low
HH02042,-1.88348,30.50641,Rwamagana,Munyaga,0,3,3,protected_well,1,3,0,0.0996,Low
HH02043,-2.23814,30.14818,Bugesera,Juru,1,4,2,piped,3,4,0,0.0011,Low
HH02044,-2.19267,30.15179,Bugesera,Kamabuye,0,0,3,unprotected_well,2,1,0,0.1969,Low
HH02045,-2.17725,30.18169,Bugesera,Juru,0,3,3,unprotected_well,2,1,1,0.7605,High
HH02046,-2.18086,30.01859,Bugesera,Mareba,0,3,2,protected_well,1,2,1,0.8699,High
HH02047,-2.10362,30.12992,Bugesera,Mwogo,1,2,2,piped,3,3,0,0.0009,Low
HH02048,-2.09325,30.22122,Bugesera,Juru,0,0,3,piped,1,1,0,0.0152,Low
HH02049,-2.10796,30.23117,Bugesera,Mwogo,1,0,2,piped,3,3,0,0.0002,Low
HH02050,-1.92819,30.11771,Gasabo,Remera,1,4,2,piped,2,3,0,0.0372,Low
HH02051,-1.89393,30.08762,Gasabo,Gasabo,0,3,2,piped,2,2,0,0.0691,Low
HH02052,-1.85755,30.4432,Rwamagana,Munyaga,0,4,2,piped,1,2,1,0.5819,High
HH02053,-1.99074,30.02576,Nyarugenge,Nyamirambo,1,0,2,piped,3,2,0,0.0007,Low
HH02054,-1.95434,30.06288,Nyarugenge,Kigali,1,3,2,piped,2,2,0,0.0691,Low
HH02055,-1.93785,30.39981,Rwamagana,Gahengeri,0,3,1,piped,3,1,0,0.3598,Medium
HH02056,-1.85744,30.07022,Nyarugenge,Nyamirambo,0,4,2,protected_well,1,2,1,0.9401,High
HH02057,-1.89551,30.4243,Rwamagana,Munyaga,0,0,2,piped,2,1,0,0.0252,Low
HH02058,-2.03002,29.94484,Kicukiro,Kagarama,1,3,3,piped,2,2,0,0.0055,Low
HH02059,-1.91311,30.41438,Rwamagana,Nzige,1,0,2,piped,3,3,0,0.0002,Low
HH02060,-2.05299,30.02458,Nyarugenge,Gitega,1,1,2,piped,3,4,0,0.0001,Low
HH02061,-1.96403,30.01067,Nyarugenge,Gitega,1,3,3,protected_well,3,3,0,0.0017,Low
HH02062,-1.97033,30.14795,Kicukiro,Gatenga,1,1,2,piped,2,2,0,0.0133,Low
HH02063,-1.96012,30.00249,Nyarugenge,Gitega,1,3,3,river,3,4,0,0.0467,Low
HH02064,-2.02103,30.156,Kicukiro,Gatenga,1,3,2,piped,3,4,0,0.0005,Low
HH02065,-2.002,30.13906,Kicukiro,Gahanga,0,0,3,river,2,3,0,0.1198,Low
HH02066,-2.01792,30.51006,Rwamagana,Gishari,0,2,2,unprotected_well,2,2,1,0.8009,High
HH02067,-1.88483,30.07446,Nyarugenge,Kigali,1,3,2,piped,1,3,0,0.1162,Low
HH02068,-1.93844,30.07997,Gasabo,Kinyinya,1,3,1,piped,3,2,0,0.1108,Low
HH02069,-1.99945,30.10892,Kicukiro,Kagarama,1,0,2,piped,3,2,0,0.0007,Low
HH02070,-1.97312,30.12611,Kicukiro,Gahanga,1,4,3,piped,3,3,0,0.0004,Low
HH02071,-1.88264,30.19616,Gasabo,Bumbogo,1,0,3,piped,3,4,0,0.0,Low
HH02072,-1.91724,30.07391,Gasabo,Kinyinya,0,2,2,unprotected_well,3,4,0,0.0242,Low
HH02073,-1.87813,30.00201,Nyarugenge,Kigali,1,4,3,piped,3,3,0,0.0004,Low
HH02074,-1.96712,30.12439,Kicukiro,Niboye,1,2,2,piped,1,2,0,0.2015,Low
HH02075,-2.00248,30.07669,Nyarugenge,Kigali,1,2,3,river,3,2,0,0.2977,Low
HH02076,-2.00187,30.05689,Kicukiro,Kagarama,0,0,2,piped,2,4,0,0.0003,Low
HH02077,-1.9244,30.07746,Nyarugenge,Nyamirambo,1,2,3,piped,3,4,0,0.0,Low
HH02078,-2.08274,30.15106,Bugesera,Juru,0,2,2,protected_well,3,4,0,0.0022,Low
HH02079,-2.02158,30.40853,Rwamagana,Gahengeri,1,2,3,piped,3,3,0,0.0001,Low
HH02080,-1.8545,30.10037,Nyarugenge,Nyamirambo,1,2,3,piped,3,3,0,0.0001,Low
HH02081,-1.95321,30.00913,Nyarugenge,Kigali,1,1,1,piped,2,2,0,0.1529,Low
HH02082,-1.89712,30.37697,Rwamagana,Munyaga,1,2,2,piped,2,3,0,0.007,Low
HH02083,-2.00324,30.13703,Kicukiro,Gatenga,1,4,3,piped,2,3,0,0.0029,Low
HH02084,-1.91084,29.98351,Nyarugenge,Kimisagara,1,4,2,river,2,3,0,0.9823,High
HH02085,-2.05067,30.32782,Bugesera,Mareba,0,4,3,protected_well,3,3,0,0.0041,Low
HH02086,-2.04038,30.12234,Kicukiro,Niboye,1,2,2,piped,3,3,0,0.0009,Low
HH02087,-1.91017,30.11866,Gasabo,Gasabo,1,1,3,piped,2,3,0,0.0002,Low
HH02088,-2.01136,30.08264,Kicukiro,Niboye,1,4,3,piped,1,3,0,0.0225,Low
HH02089,-2.11699,30.08936,Kicukiro,Kagarama,0,4,3,unprotected_well,1,2,1,0.9296,High
HH02090,-2.10428,29.99901,Kicukiro,Kanombe,1,1,2,piped,3,3,0,0.0004,Low
HH02091,-1.8323,30.17023,Gasabo,Remera,0,3,2,river,2,1,1,0.9979,High
HH02092,-1.94975,30.12787,Gasabo,Jabana,0,3,2,piped,1,4,0,0.0283,Low
HH02093,-2.16608,30.09284,Bugesera,Mwogo,1,1,3,piped,3,3,0,0.0,Low
HH02094,-1.97515,30.00483,Nyarugenge,Kimisagara,1,4,2,protected_well,3,4,0,0.012,Low
HH02095,-2.2157,30.17662,Bugesera,Gashora,0,4,2,piped,2,4,0,0.0085,Low
HH02096,-1.88534,30.10267,Kicukiro,Niboye,1,0,3,piped,3,3,0,0.0,Low
HH02097,-1.84615,30.02487,Nyarugenge,Rwezamenyo,1,0,3,piped,3,3,0,0.0,Low
HH02098,-1.90582,30.10254,Gasabo,Kinyinya,1,4,3,piped,3,4,0,0.0001,Low
HH02099,-1.88457,30.10409,Gasabo,Jabana,1,1,2,piped,2,4,0,0.0007,Low
HH02100,-2.07319,30.19025,Bugesera,Mwogo,1,2,1,piped,3,1,0,0.1931,Low
HH02101,-1.8748,30.03707,Nyarugenge,Kigali,0,3,3,unprotected_well,2,4,0,0.0335,Low
HH02102,-1.98021,30.4745,Rwamagana,Nzige,0,4,2,river,1,2,1,0.9995,High
HH02103,-1.95256,30.43389,Rwamagana,Munyaga,0,0,1,unprotected_well,3,2,0,0.5505,High
HH02104,-2.23889,30.09022,Bugesera,Mwogo,0,4,3,piped,1,2,0,0.0941,Low
HH02105,-1.8094,30.43626,Rwamagana,Nzige,0,3,1,unprotected_well,1,2,1,0.999,High
HH02106,-2.06691,30.07048,Bugesera,Mwogo,0,1,1,unprotected_well,2,1,1,0.9904,High
HH02107,-1.86266,30.1415,Gasabo,Gasabo,1,3,3,piped,3,4,0,0.0,Low
HH02108,-2.19314,30.2346,Bugesera,Juru,1,0,3,piped,1,4,0,0.0002,Low
HH02109,-2.01426,30.2212,Kicukiro,Niboye,1,2,3,piped,3,3,0,0.0001,Low
HH02110,-1.87941,30.20916,Nyarugenge,Gitega,1,4,2,piped,2,2,0,0.1485,Low
HH02111,-1.89003,30.38909,Rwamagana,Nzige,0,3,2,piped,3,1,0,0.0402,Low
HH02112,-1.92905,30.11219,Kicukiro,Kanombe,1,2,2,protected_well,3,4,0,0.0022,Low
HH02113,-1.84692,30.0204,Gasabo,Remera,1,2,1,protected_well,3,2,1,0.3745,Medium
HH02114,-1.9609,30.37538,Rwamagana,Nzige,0,0,2,piped,1,2,0,0.0438,Low
HH02115,-2.03158,30.02661,Kicukiro,Gatenga,0,0,2,protected_well,2,4,0,0.0032,Low
HH02116,-1.91885,30.41784,Rwamagana,Nzige,0,1,3,river,2,3,1,0.2422,Low
HH02117,-1.91829,30.14115,Gasabo,Gasabo,0,2,2,piped,2,2,0,0.0306,Low
HH02118,-1.9297,30.08796,Gasabo,Jabana,1,0,3,piped,2,3,0,0.0001,Low
HH02119,-1.81122,30.04581,Gasabo,Gasabo,1,3,2,piped,3,3,0,0.0021,Low
HH02120,-1.83918,30.35176,Rwamagana,Gishari,0,3,1,unprotected_well,1,1,1,0.9998,High
HH02121,-2.16698,30.18196,Bugesera,Mareba,0,2,1,protected_well,2,2,1,0.827,High
HH02122,-1.88487,30.13635,Gasabo,Bumbogo,1,2,1,piped,3,1,0,0.1931,Low
HH02123,-1.9476,30.14111,Gasabo,Remera,1,1,2,piped,3,2,0,0.0017,Low
HH02124,-1.92889,30.10003,Nyarugenge,Kigali,1,4,3,piped,2,4,0,0.0006,Low
HH02125,-1.88245,30.48319,Rwamagana,Gishari,0,3,3,river,2,3,0,0.638,High
HH02126,-2.19767,30.13535,Bugesera,Mareba,0,3,3,piped,3,1,0,0.0031,Low
HH02127,-1.8407,30.06542,Gasabo,Kinyinya,0,3,2,unprotected_well,1,4,1,0.7877,High
HH02128,-1.89827,30.14248,Kicukiro,Gatenga,1,2,3,piped,2,3,0,0.0005,Low
HH02129,-1.96446,30.03274,Nyarugenge,Kimisagara,1,2,2,piped,2,4,0,0.0016,Low
HH02130,-1.87304,30.10553,Gasabo,Jabana,0,0,3,protected_well,1,1,0,0.1479,Low
HH02131,-1.96953,30.33018,Rwamagana,Gahengeri,0,2,2,unprotected_well,1,4,0,0.6124,High
HH02132,-2.22027,30.12033,Bugesera,Kamabuye,0,4,2,protected_well,1,3,1,0.7769,High
HH02133,-2.20851,30.1328,Bugesera,Gashora,0,4,2,unprotected_well,1,2,1,0.9944,High
HH02134,-1.95668,29.99394,Nyarugenge,Gitega,1,1,3,piped,3,3,0,0.0,Low
HH02135,-1.98096,30.394,Rwamagana,Fumbwe,0,4,2,protected_well,1,1,1,0.9861,High
HH02136,-2.19134,30.12452,Bugesera,Mareba,0,4,1,protected_well,1,1,1,0.9989,High
HH02137,-2.05361,30.04211,Kicukiro,Kagarama,1,3,2,piped,3,2,0,0.0092,Low
HH02138,-2.21192,30.17929,Bugesera,Mareba,0,3,1,piped,1,2,1,0.8882,High
HH02139,-2.08366,30.05129,Kicukiro,Gatenga,1,2,1,piped,2,2,0,0.2977,Low
HH02140,-1.89032,30.14629,Gasabo,Gasabo,1,4,3,piped,3,4,0,0.0001,Low
HH02141,-1.95521,30.15299,Gasabo,Jabana,1,1,2,river,3,4,0,0.1064,Low
HH02142,-1.92903,30.00607,Gasabo,Bumbogo,0,0,1,protected_well,2,1,1,0.7962,High
HH02143,-1.86117,30.17301,Gasabo,Gasabo,1,0,1,piped,3,2,0,0.0095,Low
HH02144,-1.8275,30.09095,Gasabo,Jabana,0,0,1,piped,2,2,0,0.0714,Low
HH02145,-1.93042,30.2077,Gasabo,Gasabo,1,0,3,piped,2,3,0,0.0001,Low
HH02146,-2.00746,30.14239,Nyarugenge,Kigali,1,4,2,piped,3,3,0,0.0048,Low
HH02147,-1.91898,30.02289,Nyarugenge,Nyamirambo,1,1,3,piped,3,3,0,0.0,Low
HH02148,-2.29504,30.06991,Bugesera,Gashora,0,2,1,unprotected_well,1,2,1,0.9977,High
HH02149,-1.86993,30.1381,Gasabo,Kinyinya,1,3,2,protected_well,2,1,1,0.7906,High
HH02150,-1.97624,30.38281,Rwamagana,Gahengeri,0,1,3,protected_well,1,1,0,0.2896,Low
HH02151,-2.22539,30.14628,Bugesera,Kamabuye,0,0,2,unprotected_well,1,4,1,0.2227,Low
HH02152,-2.11799,30.21917,Bugesera,Mareba,0,4,3,unprotected_well,1,3,1,0.7456,High
HH02153,-2.19967,30.27235,Bugesera,Juru,0,4,2,river,2,2,1,0.996,High
HH02154,-2.01851,30.17951,Bugesera,Mwogo,0,0,2,protected_well,1,3,0,0.1027,Low
HH02155,-1.93295,30.03234,Gasabo,Kinyinya,0,1,1,protected_well,1,1,1,0.9865,High
HH02156,-2.17,30.22963,Bugesera,Gashora,1,4,2,piped,1,3,0,0.2359,Low
HH02157,-2.07113,30.00886,Kicukiro,Kagarama,1,4,3,piped,3,3,0,0.0004,Low
HH02158,-1.99509,30.49114,Rwamagana,Nzige,1,4,3,piped,2,2,0,0.0128,Low
HH02159,-1.93521,29.95737,Nyarugenge,Gitega,1,2,2,piped,2,1,0,0.1247,Low
HH02160,-1.93253,30.44082,Rwamagana,Nzige,0,4,2,piped,2,3,0,0.0372,Low
HH02161,-2.00677,30.02352,Kicukiro,Gatenga,1,2,3,piped,1,4,0,0.0009,Low
HH02162,-1.90083,30.47792,Rwamagana,Gahengeri,0,3,2,unprotected_well,3,2,0,0.5419,High
HH02163,-1.98946,30.04998,Gasabo,Bumbogo,1,0,3,piped,3,3,0,0.0,Low
HH02164,-1.89423,30.1535,Gasabo,Remera,1,2,3,unprotected_well,3,2,0,0.0362,Low
HH02165,-2.06159,30.0102,Nyarugenge,Gitega,1,3,3,piped,3,4,0,0.0,Low
HH02166,-2.15535,30.22872,Bugesera,Gashora,0,3,2,river,2,2,1,0.9907,High
HH02167,-1.96137,30.17117,Kicukiro,Gatenga,1,3,3,river,3,4,0,0.0467,Low
HH02168,-1.90772,30.13672,Gasabo,Bumbogo,1,4,3,protected_well,2,3,0,0.0315,Low
HH02169,-1.91687,30.09681,Nyarugenge,Rwezamenyo,0,0,3,protected_well,1,1,0,0.1479,Low
HH02170,-1.9195,30.11538,Gasabo,Bumbogo,0,1,3,protected_well,3,3,0,0.0003,Low
